PAY_TRANS_ID,DOCUMENT_SEQ,TRANSACTION_SEQ,TRANSACTION_DESC,BALADIEH_INT_ID,AMOUNT,ACCOUNT_TYPE,SUB_LEDGER_ID,FEE_TYPE,FEE_DETAIL,FEE_TYPE_ID,FEE_TYPE_DET,PAYMENT_TYPE,TRANS_TYPE,TRANS_NUM,LINE_NUM,CHECK_SEQ,CHECK_NUM,BANK_CODE,CHECK_PAYOR,CHECK_DATE,CHECK_SEQ_ACC
17534,1,2,قبض رسوم - بيان رقم 2005/95 إيصال رقم 14737,165,90000,CREDIT,747.0,DIRECT,FEE,1.0,1.0,,,,,,,,,,
17534,1,3,قبض رسوم - بيان رقم 2005/95 إيصال رقم 14737,165,117000,DEBIT,647.0,,,,,10.0,,,,,,,,,
17535,1,1,قبض رسوم - بيان رقم 2006/393 إيصال رقم 14737,165,30000,CREDIT,749.0,DIRECT,FEE,2.0,0.0,,,,,,,,,,
17535,1,2,قبض رسوم - بيان رقم 2006/393 إيصال رقم 14737,165,100000,CREDIT,747.0,DIRECT,FEE,1.0,1.0,,,,,,,,,,
17535,1,3,قبض رسوم - بيان رقم 2006/393 إيصال رقم 14737,165,130000,DEBIT,647.0,,,,,10.0,,,,,,,,,
17536,1,1,قبض رسوم - بيان رقم 2007/122 إيصال رقم 14737,165,30000,CREDIT,749.0,DIRECT,FEE,2.0,0.0,,,,,,,,,,
17536,1,2,قبض رسوم - بيان رقم 2007/122 إيصال رقم 14737,165,100000,CREDIT,747.0,DIRECT,FEE,1.0,1.0,,,,,,,,,,
17536,1,3,قبض رسوم - بيان رقم 2007/122 إيصال رقم 14737,165,130000,DEBIT,647.0,,,,,10.0,,,,,,,,,
17537,1,1,قبض رسوم - بيان رقم 2008/486 إيصال رقم 14738,165,30000,CREDIT,749.0,DIRECT,FEE,2.0,0.0,,,,,,,,,,
17537,1,2,قبض رسوم - بيان رقم 2008/486 إيصال رقم 14738,165,100000,CREDIT,747.0,DIRECT,FEE,1.0,1.0,,,,,,,,,,
17537,1,3,قبض رسوم - بيان رقم 2008/486 إيصال رقم 14738,165,130000,DEBIT,647.0,,,,,10.0,,,,,,,,,
17538,1,1,قبض رسوم - بيان رقم 2009/716 إيصال رقم 14738,165,30000,CREDIT,749.0,DIRECT,FEE,2.0,0.0,,,,,,,,,,
17538,1,2,قبض رسوم - بيان رقم 2009/716 إيصال رقم 14738,165,100000,CREDIT,747.0,DIRECT,FEE,1.0,1.0,,,,,,,,,,
17538,1,3,قبض رسوم - بيان رقم 2009/716 إيصال رقم 14738,165,130000,DEBIT,647.0,,,,,10.0,,,,,,,,,
17539,1,1,قبض رسوم - بيان رقم 2016/749 إيصال رقم 14739,165,15000,CREDIT,749.0,DIRECT,FEE,2.0,0.0,,,,,,,,,,
17539,1,2,قبض رسوم - بيان رقم 2016/749 إيصال رقم 14739,165,50000,CREDIT,747.0,DIRECT,FEE,1.0,1.0,,,,,,,,,,
17539,1,3,قبض رسوم - بيان رقم 2016/749 إيصال رقم 14739,165,65000,DEBIT,647.0,,,,,10.0,,,,,,,,,
17540,1,1,قبض رسوم - بيان رقم 2016/1270 إيصال رقم 14740,165,54000,CREDIT,749.0,DIRECT,FEE,2.0,0.0,,,,,,,,,,
17540,1,2,قبض رسوم - بيان رقم 2016/1270 إيصال رقم 14740,165,252000,CREDIT,748.0,DIRECT,FEE,1.0,2.0,,,,,,,,,,
17540,1,3,قبض رسوم - بيان رقم 2016/1270 إيصال رقم 14740,165,306000,DEBIT,647.0,,,,,10.0,,,,,,,,,
17541,1,1,قبض رسوم - بيان رقم 2015/601 إيصال رقم 14741,165,18000,CREDIT,749.0,DIRECT,FEE,2.0,0.0,,,,,,,,,,
17541,1,2,قبض رسوم - بيان رقم 2015/601 إيصال رقم 14741,165,60000,CREDIT,747.0,DIRECT,FEE,1.0,1.0,,,,,,,,,,
17541,1,3,قبض رسوم - بيان رقم 2015/601 إيصال رقم 14741,165,78000,DEBIT,647.0,,,,,10.0,,,,,,,,,
17542,1,1,قبض رسوم - بيان رقم 2013/814 إيصال رقم 14742,165,330000,CREDIT,749.0,DIRECT,FEE,2.0,0.0,,,,,,,,,,
17542,1,2,قبض رسوم - بيان رقم 2013/814 إيصال رقم 14742,165,1540000,CREDIT,748.0,DIRECT,FEE,1.0,2.0,,,,,,,,,,
17542,1,3,قبض رسوم - بيان رقم 2013/814 إيصال رقم 14742,165,1870000,DEBIT,647.0,,,,,10.0,,,,,,,,,
17543,1,1,قبض رسوم - بيان رقم 2016/1267 إيصال رقم 14743,165,54000,CREDIT,749.0,DIRECT,FEE,2.0,0.0,,,,,,,,,,
17543,1,2,قبض رسوم - بيان رقم 2016/1267 إيصال رقم 14743,165,252000,CREDIT,748.0,DIRECT,FEE,1.0,2.0,,,,,,,,,,
17543,1,3,قبض رسوم - بيان رقم 2016/1267 إيصال رقم 14743,165,306000,DEBIT,647.0,,,,,10.0,,,,,,,,,
17544,1,1,قبض رسوم - بيان رقم 2016/503 إيصال رقم 14744,165,18000,CREDIT,749.0,DIRECT,FEE,2.0,0.0,,,,,,,,,,
17064,1,2,قبض رسوم - بيان رقم 2016/1669 إيصال رقم 9463,165,20000,DEBIT,647.0,,,,,10.0,,,,,,,,,
17065,1,1,قبض رسوم - بيان رقم 2016/1670 إيصال رقم 9464,165,100000,CREDIT,778.0,DIRECT,FEE,26.0,0.0,,,,,,,,,,
17065,1,2,قبض رسوم - بيان رقم 2016/1670 إيصال رقم 9464,165,100000,DEBIT,647.0,,,,,10.0,,,,,,,,,
17066,1,1,قبض رسوم - بيان رقم 2016/1671 إيصال رقم 9465,165,100000,CREDIT,778.0,DIRECT,FEE,26.0,0.0,,,,,,,,,,
17066,1,2,قبض رسوم - بيان رقم 2016/1671 إيصال رقم 9465,165,100000,DEBIT,647.0,,,,,10.0,,,,,,,,,
17067,1,1,قبض رسوم - بيان رقم 2016/1672 إيصال رقم 9466,165,20000,CREDIT,778.0,DIRECT,FEE,26.0,0.0,,,,,,,,,,
17067,1,2,قبض رسوم - بيان رقم 2016/1672 إيصال رقم 9466,165,20000,DEBIT,647.0,,,,,10.0,,,,,,,,,
16666,1,1,قبض رسوم - بيان رقم 2016/1072 إيصال رقم 14447,165,18000,CREDIT,749.0,DIRECT,FEE,2.0,0.0,,,,,,,,,,
16666,1,2,قبض رسوم - بيان رقم 2016/1072 إيصال رقم 14447,165,60000,CREDIT,747.0,DIRECT,FEE,1.0,1.0,,,,,,,,,,
16666,1,3,قبض رسوم - بيان رقم 2016/1072 إيصال رقم 14447,165,78000,DEBIT,647.0,,,,,10.0,,,,,,,,,
17073,1,1,قبض رسوم - بيان رقم 2016/1679 إيصال رقم 9473,165,20000,CREDIT,778.0,DIRECT,FEE,26.0,0.0,,,,,,,,,,
17073,1,2,قبض رسوم - بيان رقم 2016/1679 إيصال رقم 9473,165,20000,DEBIT,647.0,,,,,10.0,,,,,,,,,
17074,1,1,قبض رسوم - بيان رقم 2016/1680 إيصال رقم 9474,165,50000,CREDIT,778.0,DIRECT,FEE,26.0,0.0,,,,,,,,,,
16668,1,1,قبض رسوم - بيان رقم 2013/1103 إيصال رقم 14449,165,21000,CREDIT,749.0,DIRECT,FEE,2.0,0.0,,,,,,,,,,
16668,1,2,قبض رسوم - بيان رقم 2013/1103 إيصال رقم 14449,165,70000,CREDIT,747.0,DIRECT,FEE,1.0,1.0,,,,,,,,,,
16668,1,3,قبض رسوم - بيان رقم 2013/1103 إيصال رقم 14449,165,91000,DEBIT,647.0,,,,,10.0,,,,,,,,,
16669,1,1,قبض رسوم - بيان رقم 2016/841 إيصال رقم 14450,165,98000,CREDIT,749.0,DIRECT,FEE,2.0,0.0,,,,,,,,,,
16669,1,2,قبض رسوم - بيان رقم 2016/841 إيصال رقم 14450,165,325000,CREDIT,747.0,DIRECT,FEE,1.0,1.0,,,,,,,,,,
16669,1,3,قبض رسوم - بيان رقم 2016/841 إيصال رقم 14450,165,423000,DEBIT,647.0,,,,,10.0,,,,,,,,,
17132,1,3,قبض رسوم - بيان رقم 2007/1017 إيصال رقم 14633,165,72000,DEBIT,647.0,,,,,10.0,,,,,,,,,
17133,1,1,قبض رسوم - بيان رقم 2008/852 إيصال رقم 14633,165,17000,CREDIT,749.0,DIRECT,FEE,2.0,0.0,,,,,,,,,,
17133,1,2,قبض رسوم - بيان رقم 2008/852 إيصال رقم 14633,165,55000,CREDIT,747.0,DIRECT,FEE,1.0,1.0,,,,,,,,,,
17133,1,3,قبض رسوم - بيان رقم 2008/852 إيصال رقم 14633,165,72000,DEBIT,647.0,,,,,10.0,,,,,,,,,
17134,1,1,قبض رسوم - بيان رقم 2009/777 إيصال رقم 14633,165,17000,CREDIT,749.0,DIRECT,FEE,2.0,0.0,,,,,,,,,,
17134,1,2,قبض رسوم - بيان رقم 2009/777 إيصال رقم 14633,165,55000,CREDIT,747.0,DIRECT,FEE,1.0,1.0,,,,,,,,,,
17134,1,3,قبض رسوم - بيان رقم 2009/777 إيصال رقم 14633,165,72000,DEBIT,647.0,,,,,10.0,,,,,,,,,
17135,1,1,قبض رسوم - بيان رقم 2014/1367 إيصال رقم 14634,165,550000,CREDIT,768.0,DIRECT,FEE,20.0,0.0,,,,,,,,,,
17135,1,2,قبض رسوم - بيان رقم 2014/1367 إيصال رقم 14634,165,550000,DEBIT,647.0,,,,,10.0,,,,,,,,,
17136,1,1,قبض رسوم - بيان رقم 2015/1389 إيصال رقم 14635,165,140000,CREDIT,765.0,DIRECT,FEE,14.0,0.0,,,,,,,,,,
17136,1,2,قبض رسوم - بيان رقم 2015/1389 إيصال رقم 14635,165,14000,CREDIT,607.0,DIRECT,FEE,30.0,0.0,,,,,,,,,,
17136,1,3,قبض رسوم - بيان رقم 2015/1389 إيصال رقم 14635,165,154000,DEBIT,647.0,,,,,10.0,,,,,,,,,
17137,1,1,قبض رسوم - بيان رقم 2015/1404 إيصال رقم 14636,165,550000,CREDIT,768.0,DIRECT,FEE,20.0,0.0,,,,,,,,,,
17137,1,2,قبض رسوم - بيان رقم 2015/1404 إيصال رقم 14636,165,550000,DEBIT,647.0,,,,,10.0,,,,,,,,,
17138,1,1,قبض رسوم - بيان رقم 2009/271 إيصال رقم 14637,165,14000,CREDIT,749.0,DIRECT,FEE,2.0,0.0,,,,,,,,,,
17138,1,2,قبض رسوم - بيان رقم 2009/271 إيصال رقم 14637,165,45000,CREDIT,747.0,DIRECT,FEE,1.0,1.0,,,,,,,,,,
17138,1,3,قبض رسوم - بيان رقم 2009/271 إيصال رقم 14637,165,59000,DEBIT,647.0,,,,,10.0,,,,,,,,,
17139,1,1,قبض رسوم - بيان رقم 2010/350 إيصال رقم 14637,165,14000,CREDIT,749.0,DIRECT,FEE,2.0,0.0,,,,,,,,,,
17139,1,2,قبض رسوم - بيان رقم 2010/350 إيصال رقم 14637,165,45000,CREDIT,747.0,DIRECT,FEE,1.0,1.0,,,,,,,,,,
17139,1,3,قبض رسوم - بيان رقم 2010/350 إيصال رقم 14637,165,59000,DEBIT,647.0,,,,,10.0,,,,,,,,,
17140,1,1,قبض رسوم - بيان رقم 2016/738 إيصال رقم 14638,165,26000,CREDIT,749.0,DIRECT,FEE,2.0,0.0,,,,,,,,,,
17140,1,2,قبض رسوم - بيان رقم 2016/738 إيصال رقم 14638,165,85000,CREDIT,747.0,DIRECT,FEE,1.0,1.0,,,,,,,,,,
17140,1,3,قبض رسوم - بيان رقم 2016/738 إيصال رقم 14638,165,111000,DEBIT,647.0,,,,,10.0,,,,,,,,,
17141,1,1,قبض رسوم - بيان رقم 2016/754 إيصال رقم 14639,165,18000,CREDIT,749.0,DIRECT,FEE,2.0,0.0,,,,,,,,,,
17141,1,2,قبض رسوم - بيان رقم 2016/754 إيصال رقم 14639,165,60000,CREDIT,747.0,DIRECT,FEE,1.0,1.0,,,,,,,,,,
17141,1,3,قبض رسوم - بيان رقم 2016/754 إيصال رقم 14639,165,78000,DEBIT,647.0,,,,,10.0,,,,,,,,,
17142,1,1,قبض رسوم - بيان رقم 2014/784 إيصال رقم 14640,165,18000,CREDIT,749.0,DIRECT,FEE,2.0,0.0,,,,,,,,,,
17142,1,2,قبض رسوم - بيان رقم 2014/784 إيصال رقم 14640,165,60000,CREDIT,747.0,DIRECT,FEE,1.0,1.0,,,,,,,,,,
17142,1,3,قبض رسوم - بيان رقم 2014/784 إيصال رقم 14640,165,78000,DEBIT,647.0,,,,,10.0,,,,,,,,,
17143,1,1,قبض رسوم - بيان رقم 2015/796 إيصال رقم 14640,165,18000,CREDIT,749.0,DIRECT,FEE,2.0,0.0,,,,,,,,,,
17143,1,2,قبض رسوم - بيان رقم 2015/796 إيصال رقم 14640,165,60000,CREDIT,747.0,DIRECT,FEE,1.0,1.0,,,,,,,,,,
17143,1,3,قبض رسوم - بيان رقم 2015/796 إيصال رقم 14640,165,78000,DEBIT,647.0,,,,,10.0,,,,,,,,,
17144,1,1,قبض رسوم - بيان رقم 2016/740 إيصال رقم 14640,165,18000,CREDIT,749.0,DIRECT,FEE,2.0,0.0,,,,,,,,,,
17144,1,2,قبض رسوم - بيان رقم 2016/740 إيصال رقم 14640,165,60000,CREDIT,747.0,DIRECT,FEE,1.0,1.0,,,,,,,,,,
17144,1,3,قبض رسوم - بيان رقم 2016/740 إيصال رقم 14640,165,78000,DEBIT,647.0,,,,,10.0,,,,,,,,,
17145,1,1,قبض رسوم - بيان رقم 2016/1031 إيصال رقم 14641,165,21000,CREDIT,749.0,DIRECT,FEE,2.0,0.0,,,,,,,,,,
17145,1,2,قبض رسوم - بيان رقم 2016/1031 إيصال رقم 14641,165,70000,CREDIT,747.0,DIRECT,FEE,1.0,1.0,,,,,,,,,,
17145,1,3,قبض رسوم - بيان رقم 2016/1031 إيصال رقم 14641,165,91000,DEBIT,647.0,,,,,10.0,,,,,,,,,
17146,1,1,قبض رسوم - بيان رقم 2016/1030 إيصال رقم 14642,165,18000,CREDIT,749.0,DIRECT,FEE,2.0,0.0,,,,,,,,,,
17146,1,2,قبض رسوم - بيان رقم 2016/1030 إيصال رقم 14642,165,60000,CREDIT,747.0,DIRECT,FEE,1.0,1.0,,,,,,,,,,
17146,1,3,قبض رسوم - بيان رقم 2016/1030 إيصال رقم 14642,165,78000,DEBIT,647.0,,,,,10.0,,,,,,,,,
17147,1,1,قبض رسوم - بيان رقم 2015/922 إيصال رقم 14643,165,63000,CREDIT,749.0,DIRECT,FEE,2.0,0.0,,,,,,,,,,
17147,1,2,قبض رسوم - بيان رقم 2015/922 إيصال رقم 14643,165,294000,CREDIT,748.0,DIRECT,FEE,1.0,2.0,,,,,,,,,,
17147,1,3,قبض رسوم - بيان رقم 2015/922 إيصال رقم 14643,165,357000,DEBIT,647.0,,,,,10.0,,,,,,,,,
17148,1,1,قبض رسوم - بيان رقم 2016/1204 إيصال رقم 14643,165,63000,CREDIT,749.0,DIRECT,FEE,2.0,0.0,,,,,,,,,,
17148,1,2,قبض رسوم - بيان رقم 2016/1204 إيصال رقم 14643,165,294000,CREDIT,748.0,DIRECT,FEE,1.0,2.0,,,,,,,,,,
17148,1,3,قبض رسوم - بيان رقم 2016/1204 إيصال رقم 14643,165,357000,DEBIT,647.0,,,,,10.0,,,,,,,,,
17149,1,1,قبض رسوم - بيان رقم 2015/1346 إيصال رقم 14644,165,72000,CREDIT,765.0,DIRECT,FEE,14.0,0.0,,,,,,,,,,
17149,1,2,قبض رسوم - بيان رقم 2015/1346 إيصال رقم 14644,165,8000,CREDIT,607.0,DIRECT,FEE,30.0,0.0,,,,,,,,,,
17149,1,3,قبض رسوم - بيان رقم 2015/1346 إيصال رقم 14644,165,80000,DEBIT,647.0,,,,,10.0,,,,,,,,,
17150,1,1,قبض رسوم - بيان رقم 2016/1326 إيصال رقم 14644,165,72000,CREDIT,765.0,DIRECT,FEE,14.0,0.0,,,,,,,,,,
18173,1,2,قبض رسوم - بيان رقم 2017/1391 إيصال رقم 15171,165,81000,CREDIT,747.0,DIRECT,FEE,1.0,1.0,,,,,,,,,,
18173,1,3,قبض رسوم - بيان رقم 2017/1391 إيصال رقم 15171,165,106000,DEBIT,647.0,,,,,10.0,,,,,,,,,
18174,1,1,قبض رسوم - بيان رقم 2017/760 إيصال رقم 15172,165,44000,CREDIT,749.0,DIRECT,FEE,2.0,0.0,,,,,,,,,,
18174,1,2,قبض رسوم - بيان رقم 2017/760 إيصال رقم 15172,165,144000,CREDIT,747.0,DIRECT,FEE,1.0,1.0,,,,,,,,,,
17343,1,1,قبض رسوم - بيان رقم 2017/141 إيصال رقم 9626,165,75000,CREDIT,767.0,DIRECT,FEE,18.0,0.0,,,,,,,,,,
17343,1,2,قبض رسوم - بيان رقم 2017/141 إيصال رقم 9626,165,75000,DEBIT,647.0,,,,,10.0,,,,,,,,,
17344,1,1,قبض رسوم - بيان رقم 2017/142 إيصال رقم 9627,165,50000,CREDIT,767.0,DIRECT,FEE,18.0,0.0,,,,,,,,,,
17344,1,2,قبض رسوم - بيان رقم 2017/142 إيصال رقم 9627,165,50000,DEBIT,647.0,,,,,10.0,,,,,,,,,
17345,1,1,قبض رسوم - بيان رقم 2017/143 إيصال رقم 9628,165,50000,CREDIT,767.0,DIRECT,FEE,18.0,0.0,,,,,,,,,,
17345,1,2,قبض رسوم - بيان رقم 2017/143 إيصال رقم 9628,165,50000,DEBIT,647.0,,,,,10.0,,,,,,,,,
17346,1,1,قبض رسوم - بيان رقم 2017/144 إيصال رقم 9629,165,225000,CREDIT,767.0,DIRECT,FEE,18.0,0.0,,,,,,,,,,
17346,1,2,قبض رسوم - بيان رقم 2017/144 إيصال رقم 9629,165,225000,DEBIT,647.0,,,,,10.0,,,,,,,,,
18177,1,2,قبض رسوم - بيان رقم 2015/520 إيصال رقم 15175,165,60000,CREDIT,747.0,DIRECT,FEE,1.0,1.0,,,,,,,,,,
17315,1,3,قبض رسوم - بيان رقم 2013/198 إيصال رقم 14667,165,85000,DEBIT,647.0,,,,,10.0,,,,,,,,,
17316,1,1,قبض رسوم - بيان رقم 2014/253 إيصال رقم 14667,165,20000,CREDIT,749.0,DIRECT,FEE,2.0,0.0,,,,,,,,,,
17802,1,2,قبض رسوم - بيان رقم 2017/653 إيصال رقم 14895,165,115000,CREDIT,747.0,DIRECT,FEE,1.0,1.0,,,,,,,,,,
17802,1,3,قبض رسوم - بيان رقم 2017/653 إيصال رقم 14895,165,150000,DEBIT,647.0,,,,,10.0,,,,,,,,,
17803,1,1,قبض رسوم - بيان رقم 2017/559 إيصال رقم 14896,165,23000,CREDIT,749.0,DIRECT,FEE,2.0,0.0,,,,,,,,,,
17803,1,2,قبض رسوم - بيان رقم 2017/559 إيصال رقم 14896,165,77000,CREDIT,747.0,DIRECT,FEE,1.0,1.0,,,,,,,,,,
17803,1,3,قبض رسوم - بيان رقم 2017/559 إيصال رقم 14896,165,100000,DEBIT,647.0,,,,,10.0,,,,,,,,,
17804,1,1,قبض رسوم - بيان رقم 2017/561 إيصال رقم 14897,165,30000,CREDIT,749.0,DIRECT,FEE,2.0,0.0,,,,,,,,,,
17804,1,2,قبض رسوم - بيان رقم 2017/561 إيصال رقم 14897,165,100000,CREDIT,747.0,DIRECT,FEE,1.0,1.0,,,,,,,,,,
17804,1,3,قبض رسوم - بيان رقم 2017/561 إيصال رقم 14897,165,130000,DEBIT,647.0,,,,,10.0,,,,,,,,,
17805,1,1,قبض رسوم - بيان رقم 2017/697 إيصال رقم 14898,165,35000,CREDIT,749.0,DIRECT,FEE,2.0,0.0,,,,,,,,,,
17805,1,2,قبض رسوم - بيان رقم 2017/697 إيصال رقم 14898,165,115000,CREDIT,747.0,DIRECT,FEE,1.0,1.0,,,,,,,,,,
17805,1,3,قبض رسوم - بيان رقم 2017/697 إيصال رقم 14898,165,150000,DEBIT,647.0,,,,,10.0,,,,,,,,,
17806,1,1,قبض رسوم - بيان رقم 2017/553 إيصال رقم 14899,165,35000,CREDIT,749.0,DIRECT,FEE,2.0,0.0,,,,,,,,,,
17806,1,2,قبض رسوم - بيان رقم 2017/553 إيصال رقم 14899,165,115000,CREDIT,747.0,DIRECT,FEE,1.0,1.0,,,,,,,,,,
17806,1,3,قبض رسوم - بيان رقم 2017/553 إيصال رقم 14899,165,150000,DEBIT,647.0,,,,,10.0,,,,,,,,,
17807,1,1,قبض رسوم - بيان رقم 2017/558 إيصال رقم 14900,165,30000,CREDIT,749.0,DIRECT,FEE,2.0,0.0,,,,,,,,,,
17807,1,2,قبض رسوم - بيان رقم 2017/558 إيصال رقم 14900,165,100000,CREDIT,747.0,DIRECT,FEE,1.0,1.0,,,,,,,,,,
17807,1,3,قبض رسوم - بيان رقم 2017/558 إيصال رقم 14900,165,130000,DEBIT,647.0,,,,,10.0,,,,,,,,,
17808,1,1,قبض رسوم - بيان رقم 2017/387 إيصال رقم 14886,165,28000,CREDIT,749.0,DIRECT,FEE,2.0,0.0,,,,,,,,,,
17808,1,2,قبض رسوم - بيان رقم 2017/387 إيصال رقم 14886,165,93000,CREDIT,747.0,DIRECT,FEE,1.0,1.0,,,,,,,,,,
17808,1,3,قبض رسوم - بيان رقم 2017/387 إيصال رقم 14886,165,121000,DEBIT,647.0,,,,,10.0,,,,,,,,,
17809,1,1,قبض رسوم - بيان رقم 2017/729 إيصال رقم 14901,165,44000,CREDIT,749.0,DIRECT,FEE,2.0,0.0,,,,,,,,,,
17809,1,2,قبض رسوم - بيان رقم 2017/729 إيصال رقم 14901,165,144000,CREDIT,747.0,DIRECT,FEE,1.0,1.0,,,,,,,,,,
17809,1,3,قبض رسوم - بيان رقم 2017/729 إيصال رقم 14901,165,188000,DEBIT,647.0,,,,,10.0,,,,,,,,,
17810,1,1,قبض رسوم - بيان رقم 2017/329 إيصال رقم 14902,165,34000,CREDIT,749.0,DIRECT,FEE,2.0,0.0,,,,,,,,,,
17810,1,2,قبض رسوم - بيان رقم 2017/329 إيصال رقم 14902,165,112000,CREDIT,747.0,DIRECT,FEE,1.0,1.0,,,,,,,,,,
17810,1,3,قبض رسوم - بيان رقم 2017/329 إيصال رقم 14902,165,146000,DEBIT,647.0,,,,,10.0,,,,,,,,,
17811,1,1,قبض رسوم - بيان رقم 2017/330 إيصال رقم 14903,165,30000,CREDIT,749.0,DIRECT,FEE,2.0,0.0,,,,,,,,,,
17811,1,2,قبض رسوم - بيان رقم 2017/330 إيصال رقم 14903,165,100000,CREDIT,747.0,DIRECT,FEE,1.0,1.0,,,,,,,,,,
17811,1,3,قبض رسوم - بيان رقم 2017/330 إيصال رقم 14903,165,130000,DEBIT,647.0,,,,,10.0,,,,,,,,,
17812,1,1,قبض رسوم - بيان رقم 2017/323 إيصال رقم 14904,165,35000,CREDIT,749.0,DIRECT,FEE,2.0,0.0,,,,,,,,,,
17812,1,2,قبض رسوم - بيان رقم 2017/323 إيصال رقم 14904,165,115000,CREDIT,747.0,DIRECT,FEE,1.0,1.0,,,,,,,,,,
17812,1,3,قبض رسوم - بيان رقم 2017/323 إيصال رقم 14904,165,150000,DEBIT,647.0,,,,,10.0,,,,,,,,,
17813,1,1,قبض رسوم - بيان رقم 2017/322 إيصال رقم 14905,165,35000,CREDIT,749.0,DIRECT,FEE,2.0,0.0,,,,,,,,,,
17813,1,2,قبض رسوم - بيان رقم 2017/322 إيصال رقم 14905,165,115000,CREDIT,747.0,DIRECT,FEE,1.0,1.0,,,,,,,,,,
17813,1,3,قبض رسوم - بيان رقم 2017/322 إيصال رقم 14905,165,150000,DEBIT,647.0,,,,,10.0,,,,,,,,,
17814,1,1,قبض رسوم - بيان رقم 2017/575 إيصال رقم 14906,165,35000,CREDIT,749.0,DIRECT,FEE,2.0,0.0,,,,,,,,,,
17814,1,2,قبض رسوم - بيان رقم 2017/575 إيصال رقم 14906,165,115000,CREDIT,747.0,DIRECT,FEE,1.0,1.0,,,,,,,,,,
17814,1,3,قبض رسوم - بيان رقم 2017/575 إيصال رقم 14906,165,150000,DEBIT,647.0,,,,,10.0,,,,,,,,,
17815,1,1,قبض رسوم - بيان رقم 2017/574 إيصال رقم 14907,165,34000,CREDIT,749.0,DIRECT,FEE,2.0,0.0,,,,,,,,,,
17815,1,2,قبض رسوم - بيان رقم 2017/574 إيصال رقم 14907,165,112000,CREDIT,747.0,DIRECT,FEE,1.0,1.0,,,,,,,,,,
17815,1,3,قبض رسوم - بيان رقم 2017/574 إيصال رقم 14907,165,146000,DEBIT,647.0,,,,,10.0,,,,,,,,,
17816,1,1,قبض رسوم - بيان رقم 2017/525 إيصال رقم 14908,165,30000,CREDIT,749.0,DIRECT,FEE,2.0,0.0,,,,,,,,,,
17816,1,2,قبض رسوم - بيان رقم 2017/525 إيصال رقم 14908,165,100000,CREDIT,747.0,DIRECT,FEE,1.0,1.0,,,,,,,,,,
17816,1,3,قبض رسوم - بيان رقم 2017/525 إيصال رقم 14908,165,130000,DEBIT,647.0,,,,,10.0,,,,,,,,,
17817,1,1,قبض رسوم - بيان رقم 2017/862 إيصال رقم 14909,165,30000,CREDIT,749.0,DIRECT,FEE,2.0,0.0,,,,,,,,,,
17817,1,2,قبض رسوم - بيان رقم 2017/862 إيصال رقم 14909,165,100000,CREDIT,747.0,DIRECT,FEE,1.0,1.0,,,,,,,,,,
17817,1,3,قبض رسوم - بيان رقم 2017/862 إيصال رقم 14909,165,130000,DEBIT,647.0,,,,,10.0,,,,,,,,,
17818,1,1,قبض رسوم - بيان رقم 2017/702 إيصال رقم 14910,165,42000,CREDIT,749.0,DIRECT,FEE,2.0,0.0,,,,,,,,,,
17852,1,3,قبض رسوم - بيان رقم 2017/1147 إيصال رقم 14941,165,150000,DEBIT,647.0,,,,,10.0,,,,,,,,,
17853,1,1,قبض رسوم - بيان رقم 2017/534 إيصال رقم 14942,165,35000,CREDIT,749.0,DIRECT,FEE,2.0,0.0,,,,,,,,,,
17853,1,2,قبض رسوم - بيان رقم 2017/534 إيصال رقم 14942,165,115000,CREDIT,747.0,DIRECT,FEE,1.0,1.0,,,,,,,,,,
17853,1,3,قبض رسوم - بيان رقم 2017/534 إيصال رقم 14942,165,150000,DEBIT,647.0,,,,,10.0,,,,,,,,,
17854,1,1,قبض رسوم - بيان رقم 2017/1149 إيصال رقم 14943,165,35000,CREDIT,749.0,DIRECT,FEE,2.0,0.0,,,,,,,,,,
17406,1,2,قبض رسوم - بيان رقم 2016/389 إيصال رقم 14699,165,70000,CREDIT,747.0,DIRECT,FEE,1.0,1.0,,,,,,,,,,
17406,1,3,قبض رسوم - بيان رقم 2016/389 إيصال رقم 14699,165,91000,DEBIT,647.0,,,,,10.0,,,,,,,,,
17413,1,2,قبض رسوم - بيان رقم 2016/1311 إيصال رقم 14694,165,750000,DEBIT,640.0,,,,,12.0,,,,432.0,552523,39.0,وجيه نعيم بجاني,2017-03-27,
17414,1,1,قبض رسوم - بيان رقم 2017/161 إيصال رقم 9651,165,50000,CREDIT,778.0,DIRECT,FEE,26.0,0.0,,,,,,,,,,
17411,1,1,قبض رسوم - بيان رقم 2016/1206 إيصال رقم 14692,165,300000,CREDIT,749.0,DIRECT,FEE,2.0,0.0,,,,,,,,,,
17408,1,1,قبض رسوم - بيان رقم 2016/1289 إيصال رقم 14700,165,12000,CREDIT,749.0,DIRECT,FEE,2.0,0.0,,,,,,,,,,
17408,1,2,قبض رسوم - بيان رقم 2016/1289 إيصال رقم 14700,165,56000,CREDIT,748.0,DIRECT,FEE,1.0,2.0,,,,,,,,,,
17826,1,1,قبض رسوم - بيان رقم 2017/1151 إيصال رقم 14917,165,30000,CREDIT,749.0,DIRECT,FEE,2.0,0.0,,,,,,,,,,
16968,1,2,قبض رسوم - بيان رقم 2016/1610 إيصال رقم 9398,165,50000,DEBIT,647.0,,,,,10.0,,,,,,,,,
